X	B	Name	Дескриптор канала	Тип сигнала	A	NoScale	Технологический Блок	Зона	Ex	Контур	Старый контур	Контур с префиксом	Дескриптор Контура	FB	FB_Studio	HH_En	H_En	L_En	LL_En	Шкала Min	Шкала Max	Единицы измерения	Блокировка Min	Сигнализация Min	Сигнализация Max	Блокировка Max	CNTR	IOLINK	nmod	channel	Бит	Имя модуля	Тип IOM	path_ch	status_ch	mod_fault
3.3.2.5	TI4B	TE4B	Температура в Р202	AI	RTD	False				TIR4B	TI4B	FF_TI4B	Температура в Р202	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	2	5		33AI2	R500 AI 16 081-000-CAA			
3.3.2.6	TI4C	TE4C	Температура в Р203	AI	RTD	False				TIR4C	TI4C	FF_TI4C	Температура в Р203	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	2	6		33AI2	R500 AI 16 081-000-CAA			
3.3.2.7	TI4D	TE4D	Температура в Р204	AI	RTD	False				TIR4D	TI4D	FF_TI4D	Температура в Р204	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	2	7		33AI2	R500 AI 16 081-000-CAA			
3.3.2.8	TI4E	TE4E	Температура в Р205	AI	RTD	False				TIR4E	TI4E	FF_TI4E	Температура в Р205	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	2	8		33AI2	R500 AI 16 081-000-CAA			
3.3.2.9	TI4F	TE4F	Температура в Р206	AI	RTD	False				TIR4F	TI4F	FF_TI4F	Температура в Р206	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	2	9		33AI2	R500 AI 16 081-000-CAA			
3.3.2.10	TI28G	TE28G	Температура подшип. двигателя H-1P	AI	RTD	False				TIRSAH28G	TI28G	DF_TI28G	Температура подшип. двигателя H-1P	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	2	10		33AI2	R500 AI 16 081-000-CAA			
3.3.2.11	TT1101_1	TE1101-1	Температура подшип.насоса Н-21	AI	RTD	False				TIRSAH1101	TT1101	NH_TT1101	Температура подшип.насоса Н-21	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	70.0	80.0	3	3	2	11		33AI2	R500 AI 16 081-000-CAA			
3.3.2.12	TT1101_2	TE1101-2	Температура подшип. Н-21	AI	RTD	False				TIRSAHL1101	TT1101	NH_TT1101	Температура подшип. Н-21	FB_AI	FB_AI					-50.0	100.0	°С	0.0	40.0	70.0	999999.0	3	3	2	12		33AI2	R500 AI 16 081-000-CAA			
3.3.2.13	TT1102_1	TE1102-1	Температура подшип. насоса Н-22	AI	RTD	False				TIRSAH1102	TT1102	NH_TT1102	Температура подшип. насоса Н-22	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	70.0	80.0	3	3	2	13		33AI2	R500 AI 16 081-000-CAA			
3.3.2.14	TT1102_2	TE1102-2	Температура подшип. Н-22	AI	RTD	False				TIRSAHL1102	TT1102	NH_TT1102	Температура подшип. Н-22	FB_AI	FB_AI					-50.0	100.0	°С	0.0	40.0	70.0	999999.0	3	3	2	14		33AI2	R500 AI 16 081-000-CAA			
3.3.2.15	TIRA1103_1	TE1103_1	Температура уплот. жидкости Н-21	AI	RTD	False				TIRAH1103_1	TIRA1103_1	NH_TIRA1103_1	Температура уплот. жидкости Н-21	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	80.0	999999.0	3	3	2	15		33AI2	R500 AI 16 081-000-CAA			
3.3.2.16	TIRA1103_2	TE1103_2	Температура уплот. жидкости Н-22	AI	RTD	False				TIRAH1103_2	TIRA1103_2	NH_TIRA1103_2	Температура уплот. жидкости Н-22	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	80.0	999999.0	3	3	2	16		33AI2	R500 AI 16 081-000-CAA			
3.3.4.1	FR1301	FT1301	Расход присадки Дт из Е-11 в И-1	AI	4-20мA	False				FIRCAHL1301	FRC1301	NH_FRC1301	Регул-ие расхода присадки ДТ из Е-11	FB_AI	FB_AI					0.0	1.6	м3/ч	-999999.0	0.1	1.5	999999.0	3	3	4	1		33AI4	R500 AI 16 081-000-CAA			
3.3.4.2	LI1401	LT1401	Уровень присадки №1 в Е-11	AI	4-20мA	False				LIRAHL1401	LI1401	NH_LI1401	Уровень присадки №1 в Е-11	FB_AI	FB_AI					0.0	5.56	м	-999999.0	0.5	4.0	999999.0	3	3	4	2		33AI4	R500 AI 16 081-000-CAA			
3.3.4.3	FR1302	FT1302	Расход присадки Дт из Е-12 в И-1	AI	4-20мA	False				FIRCAHL1302	FRC1302	NH_FRC1302	Регул-ие расхода присадки ДТ из Е-12	FB_AI	FB_AI					0.0	1.6	м3/ч	-999999.0	0.1	1.5	999999.0	3	3	4	3		33AI4	R500 AI 16 081-000-CAA			
3.3.4.4	LI1402	LT1402	Уровень присадки №2 в Е-12	AI	4-20мA	False				LIRAHL1402	LI1402	NH_LI1402	Уровень присадки №2 в Е-12	FB_AI	FB_AI					0.0	7.968	м	-999999.0	0.5	5.8	999999.0	3	3	4	4		33AI4	R500 AI 16 081-000-CAA			
3.3.4.5	FR1303	FT1303	Расход присадки Дт из Е-13 в И-1	AI	4-20мA	False				FIRCAHL1303	FRC1303	NH_FRC1303	Регул-ие расхода присадки ДТ из Е-13	FB_AI	FB_AI					0.0	1.6	м3/ч	-999999.0	0.1	1.6	999999.0	3	3	4	5		33AI4	R500 AI 16 081-000-CAA			
3.3.4.6	LI1403	LT1403	Уровень присадки №3 в Е-13	AI	4-20мA	False				LIRAHL1403	LI1403	NH_LI1403	Уровень присадки №3 в Е-13	FB_AI	FB_AI					0.0	11.154	м	-999999.0	0.5	9.5	999999.0	3	3	4	6		33AI4	R500 AI 16 081-000-CAA			
3.3.4.7	FIR1304	FT1304	Расход МТБЭ от Р-209 в СМ-2	AI	4-20мA	False				FIRCAHL1304	FIRC1304	NH_FIRC1304	Регул-ие расхода МТБЭ от Р-209	FB_AI	FB_AI					0.0	10.0	м3/ч	-999999.0	0.1	9.0	999999.0	3	3	4	7		33AI4	R500 AI 16 081-000-CAA			
3.3.4.8	LI1404	LT1404	Уровень присадки МТБЭ в Е-14	AI	4-20мA	False				LIRAHL1404	LI1404	NH_LI1404	Уровень присадки МТБЭ в Е-14	FB_AI	FB_AI					0.0	18.166	м	-999999.0	1.0	15.9	999999.0	3	3	4	8		33AI4	R500 AI 16 081-000-CAA			
3.3.4.9	FR1305	FT1305	Расход присадки бенз. из Е-15 в И-2	AI	4-20мA	False				FIRCAHL1305	FRC1305	NH_FRC1305	Регул-ие расхода присадки из Е-15	FB_AI	FB_AI					0.0	1.6	м3/ч	-999999.0	0.1	1.5	999999.0	3	3	4	9		33AI4	R500 AI 16 081-000-CAA			
3.3.4.10	LI1405	LT1405	Уровень присадки БВД в Е-15	AI	4-20мA	False				LIRAHL1405	LI1405	NH_LI1405	Уровень присадки БВД в Е-15	FB_AI	FB_AI					0.0	18.076	м	-999999.0	0.5	15.9	999999.0	3	3	4	10		33AI4	R500 AI 16 081-000-CAA			
3.3.4.11	FR1306	FT1306	Расход присадки из емкости Е-6	AI	4-20мA	False				FIRC1306	FRC1306	NH_FRC1306	Регул-ие расхода присадки из Е-6	FB_AI	FB_AI					0.0	630.0	кг/ч	-999999.0	-999999.0	999999.0	999999.0	3	3	4	11		33AI4	R500 AI 16 081-000-CAA			
3.3.4.12	LI1406	LT1406	Уровень присадки Октан80 в Е-16	AI	4-20мA	False				LIRAHL1406	LI1406	NH_LI1406	Уровень присадки Октан80 в Е-16	FB_AI	FB_AI					0.0	14.506	м	-999999.0	0.5	12.5	999999.0	3	3	4	12		33AI4	R500 AI 16 081-000-CAA			
3.3.4.13	PR1201	PT1201	Давление азота в лин. азот. дыхания	AI	4-20мA	False				PIRCAHL1201	PRC1201	NH_PRC1201	Рег-ие давления в л. азот-го дыхания	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	10.0	1000.0	999999.0	3	3	4	13		33AI4	R500 AI 16 081-000-CAA			
3.3.4.14	LI1407	LT1407	Уровень присадки в Е-17	AI	4-20мA	False				LIRAHL1407	LI1407	NH_LI1407	Уровень присадки в Е-17	FB_AI	FB_AI					0.0	17.0	м	-999999.0	1.0	16.0	999999.0	3	3	4	14		33AI4	R500 AI 16 081-000-CAA			
3.3.4.15	LI1408	LT1408	Уровень присадки в Е-18	AI	4-20мA	False				LIRAHL1408	LI1408	NH_LI1408	Уровень присадки в Е-18	FB_AI	FB_AI					0.0	17.0	м	-999999.0	1.0	16.0	999999.0	3	3	4	15		33AI4	R500 AI 16 081-000-CAA			
3.3.4.16				AI	4-20мA																						3	3	4	16		33AI4	R500 AI 16 081-000-CAA			
3.3.5.1	FIR1310	FT1310NH	Расход присадки из емкости Е-7	AI	4-20мA	False				FIR1310NH	FIR1310	NH_FIR1310	Расход присадки из емкости Е-7	FB_AI	FB_AI					0.0	1600.0	кг/ч	-999999.0	-999999.0	999999.0	999999.0	3	3	5	1		33AI5	R500 AI 16 081-000-CAA			
3.3.5.2	LIR1410	LT1410	Уровень присадки в Е-7	AI	4-20мA	False				LIR1410	LIR1410	NH_LIR1410	Уровень присадки в Е-7	FB_AI	FB_AI					450.0	3750.0	мм	-999999.0	-999999.0	999999.0	999999.0	3	3	5	2		33AI5	R500 AI 16 081-000-CAA			
3.3.5.3	FIR1304A	FT1304A	Расход МТБЭ от Н-11	AI	4-20мA	False				FIRC1304A	FIRC1304A	NH_FIRC1304A	Регул-ие расхода присадки из Е-6	FB_AI	FB_AI					0.0	10.0	т/ч	-999999.0	-999999.0	999999.0	999999.0	3	3	5	3		33AI5	R500 AI 16 081-000-CAA			
3.3.5.4	LIR1411	LT1411	Уровень присадки в емкости Е-19	AI	4-20мA	False				LIR1411	LIR1411	NH_LIR1411	Уровень присадки в емкости Е-19	FB_AI	FB_AI					390.0	2290.0	мм	-999999.0	-999999.0	999999.0	999999.0	3	3	5	4		33AI5	R500 AI 16 081-000-CAA			
3.3.5.5	FIR8	FT8	Расход БТ в АИ-92	AI	4-20мA	False				FIRC8	FIRC8	NF_FIRC8	Регулирование расхода БТ в АИ-92	FB_AI	FB_AI					0.0	5.0	м3/ч	-999999.0	-999999.0	999999.0	999999.0	3	3	5	5		33AI5	R500 AI 16 081-000-CAA			
3.3.5.6	FIR9	FT9	Расход БТ в УВС	AI	4-20мA	False				FIRC9	FIRC9	NF_FIRC9	Регулирование расхода БТ в УВС	FB_AI	FB_AI					0.0	3.0	м3/ч	-999999.0	-999999.0	999999.0	999999.0	3	3	5	6		33AI5	R500 AI 16 081-000-CAA			
3.3.5.7	PIRSA40A	PT40A	Давление уплот. жидкости Н-2a	AI	4-20мA	False				PIRSAH40A	PIRSA40A	DE_PIRSA40A	Давление уплот. жидкости Н-2a	FB_AI	FB_AI					0.0	600.0	кПа	-999999.0	-999999.0	360.0	380.0	3	3	5	7		33AI5	R500 AI 16 081-000-CAA			
3.3.5.8	PIRSA44A	PT44A	Давление уплот. жидкости Н-6a	AI	4-20мA	False				PIRSAH44A	PIRSA44A	DE_PIRSA44A	Давление уплот. жидкости Н-6a	FB_AI	FB_AI					0.0	600.0	кПа	-999999.0	-999999.0	360.0	380.0	3	3	5	8		33AI5	R500 AI 16 081-000-CAA			
3.3.5.9	IT_H13	IT_H13	Ток эл. двигателя Н-13	AI	4-20мA	False				IIRAH_H13	IT_H13	DF_IT_H13	Ток эл. двигателя Н-13	FB_AI	FB_AI					0.0	50.0	A	-999999.0	-999999.0	28.8	999999.0	3	3	5	9		33AI5	R500 AI 16 081-000-CAA			
3.3.5.10	IT_H14	IT_H14	Ток эл. двигателя Н-14	AI	4-20мA	False				IIRAH_H14	IT_H14	DF_IT_H14	Ток эл. двигателя Н-14	FB_AI	FB_AI					0.0	50.0	A	-999999.0	-999999.0	28.8	999999.0	3	3	5	10		33AI5	R500 AI 16 081-000-CAA			
3.3.5.11	PI73	PT73	Давление в венткамере 2	AI	4-20мA	False				PIRSAHL73	PI73	DF_PI73	Давление в венткамере 2	FB_AI	FB_AI					0.0	700.0	кПа	20.0	30.0	500.0	999999.0	3	3	5	11		33AI5	R500 AI 16 081-000-CAA			
3.3.5.12	PI116	PT116	Давление на выкиде H-5	AI	4-20мA	False				PIRCAH116	PIC116	DF_PIC116	Регул-ие давления на выкиде H-5	FB_AI	FB_AI					0.0	2.5	МПа	-999999.0	-999999.0	1.12	999999.0	3	3	5	12		33AI5	R500 AI 16 081-000-CAA			
3.3.5.13	PI117	PT117	Давление на выкиде H-7	AI	4-20мA	False				PIRCAH117	PIC117	DF_PIC117	Регул-ие давления на выкиде H-5,H-6	FB_AI	FB_AI					0.0	2.5	МПа	-999999.0	-999999.0	1.12	999999.0	3	3	5	13		33AI5	R500 AI 16 081-000-CAA			
3.3.5.14	PI118	PT118	Давление на выкиде H-8,H-9	AI	4-20мA	False				PIRCAH118	PIC118	DF_PIC118	Регул-ие давления на выкиде H-8,H-9	FB_AI	FB_AI					0.0	2.5	МПа	-999999.0	-999999.0	0.62	999999.0	3	3	5	14		33AI5	R500 AI 16 081-000-CAA			
3.3.5.15				AI	4-20мA																						3	3	5	15		33AI5	R500 AI 16 081-000-CAA			
3.3.5.16				AI	4-20мA																						3	3	5	16		33AI5	R500 AI 16 081-000-CAA			
3.3.6.1	TIRSA33A	TE33A	Температура 1 подшипника Н-2a	AI	RTD	False				TIRSAH33A	TIRSA33A	DE_TIRSA33A	Температура 1 подшипника Н-2a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	1		33AI6	R500 AI 16 081-000-CAA			
3.3.6.2	TIRSA33B	TE33B	Температура 2 подшипника Н-2a	AI	RTD	False				TIRSAH33B	TIRSA33B	DE_TIRSA33B	Температура 2 подшипника Н-2a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	2		33AI6	R500 AI 16 081-000-CAA			
3.3.6.3	TIRSA33C	TE33C	Температура 1 подшипника ЭД  Н-2a	AI	RTD	False				TIRSAH33C	TIRSA33C	DE_TIRSA33C	Температура 1 подшипника ЭД  Н-2a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	3		33AI6	R500 AI 16 081-000-CAA			
3.3.6.4	TIRSA33D	TE33D	Температура 2 подшипника ЭД  Н-2a	AI	RTD	False				TIRSAH33D	TIRSA33D	DE_TIRSA33D	Температура 2 подшипника ЭД  Н-2a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	4		33AI6	R500 AI 16 081-000-CAA			
3.3.6.5	TIRSA34A	TE34A	Температура 1 подшипника Н-6a	AI	RTD	False				TIRSAH34A	TIRSA34A	DE_TIRSA34A	Температура 1 подшипника Н-6a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	5		33AI6	R500 AI 16 081-000-CAA			
3.3.6.6	TIRSA34B	TE34B	Температура 2 подшипника Н-6a	AI	RTD	False				TIRSAH34B	TIRSA34B	DE_TIRSA34B	Температура 2 подшипника Н-6a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	6		33AI6	R500 AI 16 081-000-CAA			
3.3.6.7	TIRSA34C	TE34C	Температура 1 подшипника ЭД Н-6a	AI	RTD	False				TIRSAH34C	TIRSA34C	DE_TIRSA34C	Температура 1 подшипника ЭД Н-6a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	7		33AI6	R500 AI 16 081-000-CAA			
3.3.6.8	TIRSA34D	TE34D	Температура 2 подшипника ЭД Н-6a	AI	RTD	False				TIRSAH34D	TIRSA34D	DE_TIRSA34D	Температура 2 подшипника ЭД Н-6a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	80.0	85.0	3	3	6	8		33AI6	R500 AI 16 081-000-CAA			
3.3.6.9	TIRSA33E	TE33E	Температура уплот. жидк. Н-2a	AI	RTD	False				TIRSAH33E	TIRSA33E	DE_TIRSA33E	Температура уплот. жидк. Н-2a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	3	3	6	9		33AI6	R500 AI 16 081-000-CAA			
3.3.6.10	TIRSA34E	TE34E	Температура уплот. жидк. Н-6a	AI	RTD	False				TIRSAH34E	TIRSA34E	DE_TIRSA34E	Температура уплот. жидк. Н-6a	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	90.0	95.0	3	3	6	10		33AI6	R500 AI 16 081-000-CAA			
3.3.6.11	TIR1105	TE1105	Температура присадки в Е-7	AI	RTD	False				TIR1105	TIR1105	NH_TIR1105	Температура присадки в Е-7	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	3	3	6	11		33AI6	R500 AI 16 081-000-CAA			
3.3.6.12	TIRA32	TEA32	Температура подшип. двигателя Н-13	AI	RTD	False				TIRAH32	TIRA32	DF_TIRA32	Температура подшип. двигателя Н-13	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	80.0	999999.0	3	3	6	12		33AI6	R500 AI 16 081-000-CAA			
3.3.6.13	TIRA33	TEA33	Температура подшип. двигателя Н-14	AI	RTD	False				TIRAH33	TIRA33	DF_TIRA33	Температура подшип. двигателя Н-14	FB_AI	FB_AI					-50.0	150.0	°С	-999999.0	-999999.0	80.0	999999.0	3	3	6	13		33AI6	R500 AI 16 081-000-CAA			
3.3.6.14				AI	RTD																						3	3	6	14		33AI6	R500 AI 16 081-000-CAA			
3.3.6.15				AI	RTD																						3	3	6	15		33AI6	R500 AI 16 081-000-CAA			
3.3.6.16				AI	RTD																						3	3	6	16		33AI6	R500 AI 16 081-000-CAA			
3.4.6.1	PI36_EF	PT36EF	Давление в коллекторе TC-1	AI	4-20мA	False				PIR36EF	PI36_EF	EF_PI36	Давление в коллекторе TC-1	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	1		34AI6	R500 AI 16 081-000-CAA			
3.4.6.2	PI37	PT37	Давление в коллекторе A-76	AI	4-20мA	False				PIR37	PI37	EF_PI37	Давление в коллекторе  A-76	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	2		34AI6	R500 AI 16 081-000-CAA			
3.4.6.3	PI38	PT38EF	Давление в коллекторе Aи-92	AI	4-20мA	False				PIR38EF	PI38	EF_PI38	Давление в коллекторе  Aи-92	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	3		34AI6	R500 AI 16 081-000-CAA			
3.4.6.4	PI39	PT39	Давление в коллекторе диз. топ.	AI	4-20мA	False				PIR39	PI39	EF_PI39	Давление в коллекторе Дт	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	4		34AI6	R500 AI 16 081-000-CAA			
3.4.6.5	PI40	PT40	Давление в коллек. бенз. П/Г	AI	4-20мA	False				PIR40	PI40	EF_PI40	Давление в коллек. бенз. п/г	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	5		34AI6	R500 AI 16 081-000-CAA			
3.4.6.6	PI41	PT41	Давление в коллекторе Aи-95	AI	4-20мA	False				PIR41	PI41	EF_PI41	Давление в коллекторе  Aи-95	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	6		34AI6	R500 AI 16 081-000-CAA			
3.4.6.7	PI42	PT42	Давление в коллекторе ДТЗ	AI	4-20мA	False				PIR42	PI42	EF_PI42	Давление в коллекторе ДтЗ	FB_AI	FB_AI					0.0	1.6	МПа	-999999.0	-999999.0	999999.0	999999.0	3	4	6	7		34AI6	R500 AI 16 081-000-CAA			
3.4.6.8				AI	4-20мA																						3	4	6	8		34AI6	R500 AI 16 081-000-CAA			
3.4.6.9				AI	4-20мA																						3	4	6	9		34AI6	R500 AI 16 081-000-CAA			
3.4.6.10				AI	4-20мA																						3	4	6	10		34AI6	R500 AI 16 081-000-CAA			
3.4.6.11				AI	4-20мA																						3	4	6	11		34AI6	R500 AI 16 081-000-CAA			
3.4.6.12				AI	4-20мA																						3	4	6	12		34AI6	R500 AI 16 081-000-CAA			
3.4.6.13				AI	4-20мA																						3	4	6	13		34AI6	R500 AI 16 081-000-CAA			
3.4.6.14				AI	4-20мA																						3	4	6	14		34AI6	R500 AI 16 081-000-CAA			
3.4.6.15				AI	4-20мA																						3	4	6	15		34AI6	R500 AI 16 081-000-CAA			
3.4.6.16				AI	4-20мA																						3	4	6	16		34AI6	R500 AI 16 081-000-CAA			
4.2.1.1	TI7	TE7	Темература в Р207	AI	RTD	False				TIR7	TI7	GF_TI7	Темература в Р207	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	1		42AI1	R500 AI 16 081-000-CAA			
4.2.1.2	TI8	TE8	Темература в Р208	AI	RTD	False				TIR8	TI8	GF_TI8	Темература в Р208	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	2		42AI1	R500 AI 16 081-000-CAA			
4.2.1.3	TI9	TE9	Темература в Р209	AI	RTD	False				TIR9	TI9	GF_TI9	Темература в Р209	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	3		42AI1	R500 AI 16 081-000-CAA			
4.2.1.4	TI2_HF	TE2HF	Температура в резервуаре Р215	AI	RTD	False				TIR2HF	TI2_HF	HF_TI2	Температура в резервуаре Р215	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	4		42AI1	R500 AI 16 081-000-CAA			
4.2.1.5	TI3_HF	TE3HF	Температура в Р216	AI	RTD	False				TIR3HF	TI3_HF	HF_TI3	Температура в Р216	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	5		42AI1	R500 AI 16 081-000-CAA			
4.2.1.6	TI4_HF	TE4HF	Температура в Р217	AI	RTD	False				TIR4HF	TI4_HF	HF_TI4	Температура в Р217	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	6		42AI1	R500 AI 16 081-000-CAA			
4.2.1.7	TI2_IF	TE2IF	Температура в Р210	AI	RTD	False				TIR2IF	TI2_IF	IF_TI2	Температура в Р210	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	7		42AI1	R500 AI 16 081-000-CAA			
4.2.1.8	TI3_IF	TE3IF	Температура в Р211	AI	RTD	False				TIR3IF	TI3_IF	IF_TI3	Температура в Р211	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	8		42AI1	R500 AI 16 081-000-CAA			
4.2.1.9	TI4_IF	TE4IF	Температура в Р212	AI	RTD	False				TIR4IF	TI4_IF	IF_TI4	Температура в Р212	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	9		42AI1	R500 AI 16 081-000-CAA			
4.2.1.10	TI5_JF	TE5JF	Температура в Р221	AI	RTD	False				TIR5JF	TI5_JF	JF_TI5	Температура  в резерв. E-221	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	10		42AI1	R500 AI 16 081-000-CAA			
4.2.1.11	TI6_JF	TE6JF	Температура  в Р222	AI	RTD	False				TIR6JF	TI6_JF	JF_TI6	Температура  в резерв. E-222	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	11		42AI1	R500 AI 16 081-000-CAA			
4.2.1.12	TI5_KF	TE5KF	Температура в Р223	AI	RTD	False				TIR5KF	TI5_KF	KF_TI5	T в резерв. E-223	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	12		42AI1	R500 AI 16 081-000-CAA			
4.2.1.13	TI6_KF	TE6KF	Температура  в Р224	AI	RTD	False				TIR6KF	TI6_KF	KF_TI6	T в резерв. E-224	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	13		42AI1	R500 AI 16 081-000-CAA			
4.2.1.14	TI2	TE2	Температура в Р225	AI	RTD	False				TIR2	TI2	LF_TI2	Температура в Р225	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	1	14		42AI1	R500 AI 16 081-000-CAA			
4.2.1.15	TI3	TE3	Температура в Р226	AI	RTD	False				TIRAL3	TI3	LF_TI3	Температура в Р226	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	5.0	999999.0	999999.0	4	2	1	15		42AI1	R500 AI 16 081-000-CAA			
4.2.1.16	TI4	TE4	Температура в Р227	AI	RTD	False				TIRAL4	TI4	LF_TI4	Температура в Р227	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	5.0	999999.0	999999.0	4	2	1	16		42AI1	R500 AI 16 081-000-CAA			
4.2.2.1	TI5_LF	TE5	Температура в Р228	AI	RTD	False				TIRAL5	TI5_LF	LF_TI5	Температура в Р228	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	5.0	999999.0	999999.0	4	2	2	1		42AI2	R500 AI 16 081-000-CAA			
4.2.2.2	TIRAHL1	TE1	Температура в контроллерной нас. 25	AI	RTD	False				TIRAHL1	TIRAHL1	HW_TIRAHL1	Температура в контроллерной нас. 25	FB_AI	FB_AI							°С	-999999.0	18.0	26.0	999999.0	4	2	2	2		42AI2	R500 AI 16 081-000-CAA			
4.2.2.3	TI2_HW	TE2HW	Температура на улице	AI	RTD	False				TIR2HW	TI2_HW	HW_TI2	Температура на улице	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	2	3		42AI2	R500 AI 16 081-000-CAA			
4.2.2.4	TI314	TE314	Температура обратной воды	AI	RTD	False				TIRAL314	TI314	NF_TI314	Температура обратной воды	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	5.0	999999.0	999999.0	4	2	2	4		42AI2	R500 AI 16 081-000-CAA			
4.2.2.5	TI312	TE312	Температура подшип. насоса H-15	AI	RTD	False				TIRAH312	TI312	NF_TI312	Температура подшип. насоса H-15	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	60.0	999999.0	4	2	2	5		42AI2	R500 AI 16 081-000-CAA			
4.2.2.6	TI313	TE313	Температура пара из узла РОУ	AI	RTD	False				TIRC313	TIC313	NF_TIC313	Температура пара из узла РОУ	FB_AI	FB_AI					0.0	200.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	2	6		42AI2	R500 AI 16 081-000-CAA			
4.2.2.7	TT29	TE29	Температура ДТ на выходе Х-1	AI	RTD	False				TIR29	TT29	DF_TT29	Температура ДТ на выходе Х-1	FB_AI	FB_AI					0.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	2	7		42AI2	R500 AI 16 081-000-CAA			
4.2.2.8	TT30	TE30	Температура подшип. насоса Н-13	AI	RTD	False				TIRSAH30	TT30	DF_TT30	Температура подшип. насоса Н-13	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	70.0	75.0	4	2	2	8		42AI2	R500 AI 16 081-000-CAA			
