X	B	Name	Дескриптор канала	Тип сигнала	A	NoScale	Технологический Блок	Зона	Ex	Контур	Старый контур	Контур с префиксом	Дескриптор Контура	FB	FB_Studio	HH_En	H_En	L_En	LL_En	Шкала Min	Шкала Max	Единицы измерения	Блокировка Min	Сигнализация Min	Сигнализация Max	Блокировка Max	CNTR	IOLINK	nmod	channel	Бит	Имя модуля	Тип IOM	path_ch	status_ch	mod_fault
4.2.2.9	TT31	TE31	Температура подшип. насоса Н-14	AI	RTD	False				TIRSAH31	TT31	DF_TT31	Температура подшип. насоса Н-14	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	70.0	75.0	4	2	2	9		42AI2	R500 AI 16 081-000-CAA			
4.2.2.10				AI	RTD																						4	2	2	10		42AI2	R500 AI 16 081-000-CAA			
4.2.2.11				AI	RTD																						4	2	2	11		42AI2	R500 AI 16 081-000-CAA			
4.2.2.12				AI	RTD																						4	2	2	12		42AI2	R500 AI 16 081-000-CAA			
4.2.2.13				AI	RTD																						4	2	2	13		42AI2	R500 AI 16 081-000-CAA			
4.2.2.14				AI	RTD																						4	2	2	14		42AI2	R500 AI 16 081-000-CAA			
4.2.2.15				AI	RTD																						4	2	2	15		42AI2	R500 AI 16 081-000-CAA			
4.2.2.16				AI	RTD																						4	2	2	16		42AI2	R500 AI 16 081-000-CAA			
4.2.3.1	TT1011	TE1011	"Температура ""легкой"" нефти 1 ввод"	AI	RTD	False				TIR1011	TT1011	OF_TT1011	"Температура ""легкой"" нефти 1 ввод"	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	1		42AI3	R500 AI 16 081-000-CAA			
4.2.3.2	TT1012	TE1012	"Температура ""легкой"" нефти 2 ввод"	AI	RTD	False				TIR1012	TT1012	OF_TT1012	"Температура ""легкой"" нефти 2 ввод"	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	2		42AI3	R500 AI 16 081-000-CAA			
4.2.3.3	TT1013	TE1013	Температура мазута 1 ввод	AI	RTD	False				TIR1013	TT1013	OF_TT1013	Температура мазута 1 ввод	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	3		42AI3	R500 AI 16 081-000-CAA			
4.2.3.4	TT1014	TE1014	Температура мазута 2 ввод	AI	RTD	False				TIR1014	TT1014	OF_TT1014	Температура мазута 2 ввод	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	4		42AI3	R500 AI 16 081-000-CAA			
4.2.3.5	TT1015	TE1015	"Температура ""ИФО-180"" 1 ввод"	AI	RTD	False				TIR1015	TT1015	OF_TT1015	"Температура ""ИФО-180"" 1 ввод"	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	5		42AI3	R500 AI 16 081-000-CAA			
4.2.3.6	TT1016	TE1016	"Температура ""ИФО-180"" 2 ввод"	AI	RTD	False				TIR1016	TT1016	OF_TT1016	"Температура ""ИФО-180"" 2 ввод"	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	6		42AI3	R500 AI 16 081-000-CAA			
4.2.3.7	TT1018	TE1018	Температура вакуум газойля А 1 ввод	AI	RTD	False				TIR1018	TT1018	OF_TT1018	Температура вакуум газойля А 1 ввод	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	7		42AI3	R500 AI 16 081-000-CAA			
4.2.3.8	TT1019	TE1019	Температура атм. газойля 1 ввод	AI	RTD	False				TIR1019	TT1019	OF_TT1019	Температура атм. газойля 1 ввод	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	8		42AI3	R500 AI 16 081-000-CAA			
4.2.3.9	TT1020	TE1020	Температура атм. газойля 2 ввод	AI	RTD	False				TIR1020	TT1020	OF_TT1020	Температура атм. газойля 2 ввод	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	9		42AI3	R500 AI 16 081-000-CAA			
4.2.3.10	TT1021	TE1021	Температура осевое масло	AI	RTD	False				TIR1021	TT1021	OF_TT1021	Температура осевое масло	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	10		42AI3	R500 AI 16 081-000-CAA			
4.2.3.11	TT1022	TE1022	Температура нафтопласта	AI	RTD	False				TIR1022	TT1022	OF_TT1022	Температура нафтопласта	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	11		42AI3	R500 AI 16 081-000-CAA			
4.2.3.12	TT1023	TE1023	Температура полимерпласт	AI	RTD	False				TIR1023	TT1023	OF_TT1023	Температура полимерпласт	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	12		42AI3	R500 AI 16 081-000-CAA			
4.2.3.13	TT1025	TE1025	Температура МП-5, МП-13	AI	RTD	False				TIR1025	TT1025	OF_TT1025	Температура МП-5, МП-13	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	13		42AI3	R500 AI 16 081-000-CAA			
4.2.3.14	TT93002	TE93002	Температура в коллекторе мазута	AI	RTD	False				TIR93002	TT93002	OF_TT93002	Температура в коллекторе мазута	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	14		42AI3	R500 AI 16 081-000-CAA			
4.2.3.15	TT93001	TE93001	Температура в коллекторе нефти	AI	RTD	False				TIR93001	TT93001	OF_TT93001	Температура в коллекторе нефти	FB_AI	FB_AI					-50.0	100.0	°С	-999999.0	-999999.0	999999.0	999999.0	4	2	3	15		42AI3	R500 AI 16 081-000-CAA			
4.2.3.16				AI	RTD																						4	2	3	16		42AI3	R500 AI 16 081-000-CAA			
4.2.4.1	PT1041	PT1041	"Давление ""легкой"" нефти 1 ввод"	AI	4-20мA	False				PIR1041	PT1041	OF_PT1041	"Давление ""легкой"" нефти 1 ввод"	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	1		42AI4	R500 AI 16 081-000-CAA			
4.2.4.2	PT1042	PT1042	Давление мазута 2 ввод	AI	4-20мA	False				PIR1042	PT1042	OF_PT1042	Давление мазута 2 ввод	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	2		42AI4	R500 AI 16 081-000-CAA			
4.2.4.3	PT1043	PT1043	Давление мазута 1 ввод	AI	4-20мA	False				PIR1043	PT1043	OF_PT1043	Давление мазута 1 ввод	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	3		42AI4	R500 AI 16 081-000-CAA			
4.2.4.4	PT1044	PT1044	"Давление ""легкой"" нефти 2 ввод"	AI	4-20мA	False				PIR1044	PT1044	OF_PT1044	"Давление ""легкой"" нефти 2 ввод"	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	4		42AI4	R500 AI 16 081-000-CAA			
4.2.4.5	PT1045	PT1045	"Давление ""ИФО-180"" 1 ввод"	AI	4-20мA	False				PIR1045	PT1045	OF_PT1045	"Давление ""ИФО-180"" 1 ввод"	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	5		42AI4	R500 AI 16 081-000-CAA			
4.2.4.6	PT1046	PT1046	"Давление ""ИФО-180"" 2 ввод"	AI	4-20мA	False				PIR1046	PT1046	OF_PT1046	"Давление ""ИФО-180"" 2 ввод"	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	6		42AI4	R500 AI 16 081-000-CAA			
4.2.4.7	PT1048	PT1048	"Давление вак. газойля ""А"" 2 ввод"	AI	4-20мA	False				PIR1048	PT1048	OF_PT1048	"Давление вак. газойля ""А"" 2 ввод"	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	7		42AI4	R500 AI 16 081-000-CAA			
4.2.4.8	PT1049	PT1049	Давление атм. газойля 1 ввод	AI	4-20мA	False				PIR1049	PT1049	OF_PT1049	Давление атм. газойля 1 ввод	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	8		42AI4	R500 AI 16 081-000-CAA			
4.2.4.9	PT1050	PT1050	Давление атм. газойля 2 ввод	AI	4-20мA	False				PIR1050	PT1050	OF_PT1050	Давление атм. газойля 2 ввод	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	9		42AI4	R500 AI 16 081-000-CAA			
4.2.4.10	PT1051	PT1051	Давление осевого масла	AI	4-20мA	False				PIR1051	PT1051	OF_PT1051	Давление осевого масла	FB_AI	FB_AI					0.0	10.0	кг/см2	-999999.0	-999999.0	999999.0	999999.0	4	2	4	10		42AI4	R500 AI 16 081-000-CAA			
4.2.4.11	PT1052	PT1052	Давление нафтопласта	AI	4-20мA	False				PIR1052	PT1052	OF_PT1052	Давление нафтопласта	FB_AI	FB_AI					0.0	10.0	кг/см2	-999999.0	-999999.0	999999.0	999999.0	4	2	4	11		42AI4	R500 AI 16 081-000-CAA			
4.2.4.12	PT1053	PT1053	Давление полимерпласта	AI	4-20мA	False				PIR1053	PT1053	OF_PT1053	Давление полимерпласта	FB_AI	FB_AI					0.0	10.0	кг/см2	-999999.0	-999999.0	999999.0	999999.0	4	2	4	12		42AI4	R500 AI 16 081-000-CAA			
4.2.4.13	PT1055	PT1055	Давление МП-5, МП-13	AI	4-20мA	False				PIR1055	PT1055	OF_PT1055	Давление МП-5, МП-13	FB_AI	FB_AI					0.0	10.0	кг/см2	-999999.0	-999999.0	999999.0	999999.0	4	2	4	13		42AI4	R500 AI 16 081-000-CAA			
4.2.4.14	PT93001	PT93001	Давление в коллекторе нефти	AI	4-20мA	False				PIR93001	PT93001	OF_PT93001	Давление в коллекторе нефти	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	14		42AI4	R500 AI 16 081-000-CAA			
4.2.4.15	PT93002	PT93002	Давление в коллекторе мазута	AI	4-20мA	False				PIR93002	PT93002	OF_PT93002	Давление в коллекторе мазута	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	15		42AI4	R500 AI 16 081-000-CAA			
4.2.4.16	PIR47	PT47	Давление нагнетания насоса Н-5	AI	4-20мA	False				PIRC47	PIRC47	NF_PIRC47	Давление нагнетания насоса Н-5	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	2	4	16		42AI4	R500 AI 16 081-000-CAA			
4.3.1.1	PI35	PT35	Давление в E-5	AI	4-20мA	False				PIRAL35	PI35	MF_PI35	Давление в E-5	FB_AI	FB_AI					0.0	100.0	кПа	-999999.0	90.0	999999.0	999999.0	4	3	1	1		43AI1	R500 AI 16 081-000-CAA			
4.3.1.2	PI36	PT36	Давление в E-6	AI	4-20мA	False				PIRAL36	PI36	MF_PI36	Давление в E-6	FB_AI	FB_AI					0.0	1.0	кг/см2	-999999.0	0.9	999999.0	999999.0	4	3	1	2		43AI1	R500 AI 16 081-000-CAA			
4.3.1.3	FI337	FT337	Расход пара из РОУ	AI	4-20мA	False				FIR337	FI337	NF_FI337	Расход пара из РОУ	FB_AI	FB_AI					0.0	2.5	т/ч	-999999.0	-999999.0	999999.0	999999.0	4	3	1	3		43AI1	R500 AI 16 081-000-CAA			
4.3.1.4	PI331	PT331	Давление пара из узла РОУ	AI	4-20мA	False				PIRC331	PIC331	NF_PIC331	Регул-ие давления пара из узла РОУ	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	3	1	4		43AI1	R500 AI 16 081-000-CAA			
4.3.1.5	PI330	PT330	Давление пара на РОУ	AI	4-20мA	False				PIR330	PI330	NF_PI330	P пара на РОУ	FB_AI	FB_AI					0.0	1000.0	кПа	-999999.0	-999999.0	999999.0	999999.0	4	3	1	5		43AI1	R500 AI 16 081-000-CAA			
4.3.1.6				AI	4-20мA																						4	3	1	6		43AI1	R500 AI 16 081-000-CAA			
4.3.1.7				AI	4-20мA																						4	3	1	7		43AI1	R500 AI 16 081-000-CAA			
4.3.1.8				AI	4-20мA																						4	3	1	8		43AI1	R500 AI 16 081-000-CAA			
4.3.1.9				AI	4-20мA																						4	3	1	9		43AI1	R500 AI 16 081-000-CAA			
4.3.1.10				AI	4-20мA																						4	3	1	10		43AI1	R500 AI 16 081-000-CAA			
4.3.1.11				AI	4-20мA																						4	3	1	11		43AI1	R500 AI 16 081-000-CAA			
4.3.1.12				AI	4-20мA																						4	3	1	12		43AI1	R500 AI 16 081-000-CAA			
4.3.1.13				AI	4-20мA																						4	3	1	13		43AI1	R500 AI 16 081-000-CAA			
4.3.1.14				AI	4-20мA																						4	3	1	14		43AI1	R500 AI 16 081-000-CAA			
4.3.1.15				AI	4-20мA																						4	3	1	15		43AI1	R500 AI 16 081-000-CAA			
4.3.1.16				AI	4-20мA																						4	3	1	16		43AI1	R500 AI 16 081-000-CAA			
